link	title	location	image	area	price
https://batdongsan.com.vn//cho-thue-nha-rieng-phuong-duong-noi/ngo-180-ha-dong-50m2x2-tang-2pn-1vs-nguyen-ban-4-trieu-thang-pr20807043	Ngõ 180 Dương Nội, Hà Đông, 95m2 x 2 tầng, 1PN, 1VS, nguyên bản, 8 triệu/tháng	Cho thuê nhà riêng tại Phường Dương Nội - Quận Hà Đông - Hà Nội	nan	95m²	8 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-thai-ha-3/mini-khu-thinh-pr7643662	Cho thuê chung cư mini khu phố Thái Hà, Thái Thịnh	Cho thuê căn hộ chung cư tại Phố Thái Hà - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2015/08/13/20150813102957-7f81.jpg	45m²	4 triệu/tháng
https://batdongsan.com.vn//cho-thue-nha-tro-phong-tro-duong-van-cao-phuong-lieu-giai/chinh-chu-khep-kin-du-tien-nghi-ngo-67-ba-dinh-pr20561291	Chính chủ cho thuê phòng khép kín đủ tiện nghi ngõ 67 Văn Cao, Ba Đình	Cho thuê nhà trọ, phòng trọ tại Đường Văn Cao - Quận Ba Đình - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515155224-41f8_wm.jpg	20m²	3 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-lac-long-quan-phuong-phu-thuong-1-prj-pentstudio/duplex-1-png-ngu-dang-cap-5-sao-tai-699-tay-pr20269178	Cho thuê căn hộ PentStudio Duplex 1 phòng ngủ, đẳng cấp 5 sao tại 699 Lạc Long Quân -Tây Hồ	Cho thuê căn hộ chung cư tại PentStudio - Quận Tây Hồ - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/05/23/20190523162813-698d_wm.jpg	60m²	Thỏa thuận
https://batdongsan.com.vn//cho-thue-kho-nha-xuong-dat-duong-5-xa-duong-xa/chinh-chu-500m2-1000m2-1500m2-2000m2-tai-gia-lam-091-190-8888-pr20819080	CHÍNH CHỦ CHO THUÊ KHO XƯỞNG 500M2-1000M2-1500M2-2000M2 TẠI DƯƠNG XÁ GIA LÂM. 091.190.8888	Cho thuê kho, nhà xưởng, đất tại Đường 5 - Huyện Gia Lâm - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/05/21/20190521084928-714f_wm.jpg	500m²	70 nghìn/m2/tháng
https://batdongsan.com.vn//cho-thue-nha-rieng-duong-xuan-dieu-phuong-quang-an-2/biet-thu-ho-boi-4-tg-ngo-tay-ho-ha-noi-pr10147056	Cho thuê biệt thự hồ bơi 4 tầng, ngõ Xuân Diệu, Quảng An, Tây Hồ, Hà Nội	Cho thuê nhà riêng tại Đường Xuân Diệu - Quận Tây Hồ - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2016/08/28/20160828114835-1e4a.jpg	300m²	70 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ang-17t-18t-24t-34t-n04-n05-chi-tu-10tr-0916-24-26-28-pr11634061	Cho thuê căn hộ chung cư Hoàng Đạo Thúy 17T, 18T, 24T, 34T chỉ từ 10tr-0916.24.26.28.	Cho thuê căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính - Quận Cầu Giấy - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2017/03/03/20170303191857-4c68_wm.jpg	83m²	8.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/eme-s-nam-sai-gon-moi-100-gia-chi-4-trieu-th-lh-090-262-5040-pr20750272	CHO THUÊ CĂN HỘ EHOME S NAM SÀI GÒN MỚI 100% - GIÁ CHỈ 4 TRIỆU/TH - LH: 090 262 5040	Cho thuê căn hộ chung cư tại Mizuki Park - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515202507-e559_wm.jpg	40m²	4 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/an-tai-ehome-s-nam-sai-gon-moi-100-gia-chi-tu-4-6-trieu-thang-lh-090-262-5040-pr20777785	An cư tại Ehome S Nam Sài Gòn mới 100% - giá chỉ từ 4 - 6 triệu/tháng - Lh: 090 262 5040	Cho thuê căn hộ chung cư tại Mizuki Park - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/17/20190517132208-8413_wm.jpg	50m²	5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/eme-s-nam-sai-gon-moi-100-gia-chi-4-5-trieu-th-lh-090-262-5040-pr20750442	Cho thuê căn hộ Ehome S Nam Sài Gòn mới 100% - giá chỉ 4,5 triệu/th - lh: 090 262 5040	Cho thuê căn hộ chung cư tại Mizuki Park - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515205620-127e_wm.jpg	46m²	4.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1/eme-s-nam-sai-gon-moi-100-gia-chi-5-trieu-th-lh-090-262-5040-pr20750461	Cho thuê căn hộ Ehome S Nam Sài Gòn mới 100% - giá chỉ 5 triệu/th - lh: 090 262 5040	Cho thuê căn hộ chung cư tại Đường Nguyễn Văn Linh - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515205927-78a0_wm.jpg	50m²	5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/eme-s-nam-sai-gon-moi-100-gia-chi-7-trieu-th-lh-090-262-5040-pr20750524	Cho thuê căn hộ Ehome S Nam Sài Gòn mới 100% - giá chỉ 7 triệu/th - lh: 090 262 5040	Cho thuê căn hộ chung cư tại Mizuki Park - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515210757-4cd6_wm.jpg	60m²	7 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/eme-s-nam-sai-gon-moi-100-gia-chi-7-5-trieu-th-lh-090-262-5040-pr20750569	Cho thuê căn hộ Ehome S Nam Sài Gòn mới 100% - giá chỉ 7,5 triệu/th - lh: 090 262 5040	Cho thuê căn hộ chung cư tại Mizuki Park - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/15/20190515211138-6398_wm.jpg	70m²	7.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-xa-binh-hung-1-prj-mizuki-park/lien-ke-quan-7-gia-tot-lh-0902-62-50-40-pr19560626	Thuê căn hộ Ehome S Nam Sài Gòn - Cảm nhận cuộc sống gia đình - Chỉ 4tr/tháng - LH 090 262 5040	Cho thuê căn hộ chung cư tại Mizuki Park - Huyện Bình Chánh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/02/28/20190228091555-a689_wm.jpg	40m²	4 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-le-van-luong-phuong-van-phuc-1-prj-khu-do-thi-moi-duong-noi/107m2-3pn-2wc-nha-co-san-go-tu-bep-gia-5tr-tg-lh-0963-23-0000-pr19122800	Cho thuê chung cư Dương Nội 107m2, 3pn, 2wc nhà có sàn gỗ tủ bếp giá 5tr/th, lh 0963.23.0000	Cho thuê căn hộ chung cư tại Khu đô thị mới Dương Nội - Quận Hà Đông - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/01/05/20190105105726-bb34_wm.jpg	107m²	5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/pentuse-that-dep-lau-40-gia-49tr-that-cuc-sang-lh-0919181125-pr13277369	Căn hộ penthouse Masteri Thảo Điền nội thất đẹp lầu 40 giá 49tr, nội thất cực sang, LH: 0919181125	Cho thuê căn hộ chung cư tại Masteri Thảo Điền - Quận 2 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2017/08/15/20170815122407-4bf3_wm.jpg	215m²	49 triệu/tháng
https://batdongsan.com.vn//cho-thue-kho-nha-xuong-dat-my-hao-hy/dt-1500m2-2200m2-3000m2-5000m2-10-000m2-kcn-pho-noi-b-hung-yen-pr9715323	Cho thuê kho xưởng DT: 1500m2, 2200m2, 3000m2, 5000m2, 10.000m2 KCN Phố Nối B, Mỹ Hào, Hưng Yên	Cho thuê kho, nhà xưởng, đất tại Huyện Mỹ Hào - Hưng Yên	https://file4.batdongsan.com.vn/resize/745x510/2017/04/10/20170410144609-ae92_wm.jpg	2200m²	40 nghìn/m2/tháng
https://batdongsan.com.vn//cho-thue-kho-nha-xuong-dat-duong-quoc-lo-5a-xa-bach-sam/cong-ty-dai-phat-dt-6000m2-my-hao-hung-yen-lh-0979-929-686-pr18458435	Công ty Đại Phát cho thuê kho xưởng DT 6000m2, Bạch Sam, Mỹ Hào, Hưng Yên. LH 0979 929 686	Cho thuê kho, nhà xưởng, đất tại Đường Quốc Lộ 5A - Huyện Mỹ Hào - Hưng Yên	https://file4.batdongsan.com.vn/resize/745x510/2018/11/14/20181114163537-d7f8_wm.jpg	6000m²	45 nghìn/m2/tháng
https://batdongsan.com.vn//cho-thue-nha-rieng-duong-le-van-luong-phuong-duong-noi-prj-khu-do-thi-moi-an-hung/biet-thu-ha-dong-pr18080685	Cho thuê biệt thự An Hưng Dương Nội, Hà Đông	Cho thuê nhà riêng tại Khu đô thị mới An Hưng - Quận Hà Đông - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/10/18/20181018091717-da2e_wm.jpg	95m²	20 triệu/tháng
https://batdongsan.com.vn//cho-thue-nha-tro-phong-tro-duong-ho-dac-di-phuong-tay-thanh/duha-mes-25m2-cao-cap-du-noi-that-ben-ng-sieu-thi-pandora-11-36-tp-pr18604477	Duha Homes: Phòng 25m2 cao cấp đủ nội thất bên hông siêu thị Pandora, 11/36 Hồ Đắc Di, Tân Phú	Cho thuê nhà trọ, phòng trọ tại Đường Hồ Đắc Di - Quận Tân Phú - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/11/25/20181125191029-23d7_wm.jpg	25m²	3.9 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-thai-ha-phuong-lang-ha-prj-song-hong-park-view/165-penthouse-220m2-full-noi-tt-np-ku-tre-trung-pr16641025	Cho thuê chung cư 165 Thái Hà, căn penthouse, 220m2, full nội thất nhập khẩu, trẻ trung	Cho thuê căn hộ chung cư tại Sông Hồng Park View - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2018/07/02/20180702154507-92e9_wm.jpg	156m²	16 triệu/tháng
https://batdongsan.com.vn//cho-thue-kho-nha-xuong-dat-duong-dai-lo-doc-lap-158/kcn-song-than-50-100-300-400-500-m2-1000m2-2000m2-2500m2-5000m2-bao-ve-pr17864422	CHO THUÊ KHO, XƯỞNG KCN SÓNG THẦN 100, 300, 400, 500- 1000M2-2000M2-2500M2, 5000M2-10000M BẢO VỆ	Cho thuê kho, nhà xưởng, đất tại Đường Đại lộ Độc lập - Thị xã Dĩ An - Bình Dương	https://file4.batdongsan.com.vn/resize/745x510/2018/10/03/20181003115933-0e19_wm.jpg	100m²	Thỏa thuận
https://batdongsan.com.vn//cho-thue-nha-mat-pho-pho-vu-ngoc-phan-phuong-lang-ha/dep-nhat-dt-200m2-mt-15m-thong-san-showroom-tru-so-cty-pr19185901	Nhà đẹp nhất phố Vũ Ngọc Phan cho thuê DT 200m2, MT 15m, thông sàn (showroom, trụ sở công ty)	Cho thuê nhà mặt phố tại Phố Vũ Ngọc Phan - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/01/11/20190111091643-4257_wm.jpg	200m²	50 triệu/tháng
https://batdongsan.com.vn//cho-thue-nha-mat-pho-duong-hoang-sa-48/cap-4-tan-tra-da-nang-gom-4pn-bang-kinh-doanh-tot-pr20825711	Cho thuê nhà cấp 4 Tân Trà, Đà Nẵng, gồm 4PN, mặt bằng kinh doanh tốt	Cho thuê nhà mặt phố tại Đường Hoàng Sa - Quận Ngũ Hành Sơn - Đà Nẵng	https://file4.batdongsan.com.vn/resize/745x510/2019/05/21/20190521120255-c709_wm.jpg	200m²	25 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-ngo-tat-to-phuong-21-prj-city-garden/chinh-chu-gap-1pn-70m2-thap-moi-gia-1100-bpql-linh0934109739-pr20874476	Chính chủ cho thuê gấp căn hộ City Garden 1PN, 70m2 tháp mới giá thuê 25.9tr (BPQL). Linh0934109739	Cho thuê căn hộ chung cư tại City Garden - Quận Bình Thạnh - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/23/20190523144516-c6d0_wm.jpg	70m²	25.9 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-phuong-tan-phong-9-prj-phu-my-hung/chuyen-ch-phuc-scenic-valley-happy-valley-green-valley-gia-chi-19trieu-th-0938043429-pr20152112	Chuyên cho thuê CH Hưng Phúc, Scenic Valley, Happy Valley, Green Valley giá chỉ 19tr/th 0938043429	Cho thuê căn hộ chung cư tại Phú Mỹ Hưng - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/04/20190404135445-88a0_wm.jpg	Không xác định	19 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/chinh-chu-ch-118m2-3pn-dep-nha-dep-gia-chi-tu-18tr-thang-lh-0938043429-pr20358894	Chính chủ cho thuê CH Grand View, 118m2, 3PN. View đẹp nhà đẹp giá chỉ từ 18tr/tháng, LH 0938043429	Cho thuê căn hộ chung cư tại Grand View - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/04/18/20190418093851-f5db_wm.jpg	118m²	18 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-grand-view/gap-ch-gia-re-dt-117m2-3pn-2wc-dep-chi-24tr-thang-lh-0938043429-pr17130281	Cho thuê gấp CH giá rẻ Grand View, DT 117m2, 3PN, 2WC, view đẹp chỉ 18tr/tháng, LH: 0938043429	Cho thuê căn hộ chung cư tại Grand View - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/08/07/20180807125346-8f40_wm.jpg	117m²	18 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/chuyen-ch-118m2-3pn-dep-nha-dep-gia-chi-tu-18tr-thang-lh-0938043429-pr18753554	Chuyên cho thuê CH Grand View, 118m2, 3PN. View đẹp, nhà đẹp giá chỉ từ 18tr/tháng, LH: 0938043429	Cho thuê căn hộ chung cư tại Grand View - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/12/06/20181206135525-50be_wm.jpg	118m²	18 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-the-sun-avenue/2pn-full-noi-that-dep-gia-re-nhat-ngay-trung-tam-quan-2-0909805246-ki-pr20865764	Cho thuê căn hộ 2PN full nội thất đẹp giá rẻ nhất ngay trung tâm Quận 2 (0909805246-Khôi)	Cho thuê căn hộ chung cư tại The Sun Avenue - Quận 2 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/23/20190523112146-6b4e_wm.jpg	73m²	14 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/ch-dien-tich-118m2-3pn-gia-yeu-thuong-chi-19tr-thang-lh-0938043429-pr17951469	Cho thuê CH Grand View, diện tích 118m2, 3PN. Giá yêu thương chỉ 19tr/tháng- LH: 0938043429	Cho thuê căn hộ chung cư tại Grand View - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/10/09/20181009114546-9a92_wm.jpg	118m²	19 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-d1-phuong-tan-hung-14-prj-him-lam-riverside/khu-dan-hin-p-q7-pr20854414	Cho thuê căn hộ Him Lam Riverside đường D1 khu dân cư Hin Lam, p. Tân Hưng, Q7	Cho thuê căn hộ chung cư tại Him Lam Riverside - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/22/20190522184425-725c_wm.jpg	70m²	13 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-thi-soc-xa-xuan-thoi-dong-prj-hqc-hoc-mon/moi-ngay-dau-moi-gia-tu-4-5tr-den-5tr-th-co-2pn-2wc-lh-xem-nha-0909-456-158-pr13313904	Cho thuê căn hộ mới ngay chợ đầu mối giá 4 triệu/tháng có 2PN, 1WC. LH xem nhà 0909 456 158	Cho thuê căn hộ chung cư tại HQC Hóc Môn - Huyện Hóc Môn - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2017/08/18/20170818222521-0bb3_wm.jpg	Không xác định	4 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/chuyen-gap-ch-gia-re-dien-tich-118m2-3pn-2wc-chi-19tr-thang-lh-0938043429-pr17283129	Chuyên cho thuê gấp CH giá rẻ Grand View, diện tích 118m2, 3PN, 2WC chỉ 19tr/tháng, LH 0938043429	Cho thuê căn hộ chung cư tại Grand View - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/08/18/20180818161214-da8d_wm.jpg	118m²	19 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-pho-hao-nam-phuong-o-cho-dua/mini-khu-tn-duc-thang-pr8999989	Cho thuê chung cư mini khu Ô Chợ Dừa - Tôn Đức Thắng	Cho thuê căn hộ chung cư tại Phố Hào Nam - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2016/03/27/20160327120228-1d00.jpg	40m²	4.5 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-de-la-thanh_1-phuong-o-cho-dua/mi-xay-khu-thanh-pr8446174	Cho thuê căn hộ chung cư mới xây khu Ô Chợ Dừa, Đê La Thành	Cho thuê căn hộ chung cư tại Đường Đê La Thành - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2015/12/13/20151213113736-cf4d.jpg	55m²	8 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-tay-son-prj-mipec-towers/goc-132m2-dep-nhat-toa-gia-14tr-thang-pr6270153	Cho thuê chung cư MIPEC, căn góc 132m2 đẹp nhất tòa giá 14tr/tháng	Cho thuê căn hộ chung cư tại MIPEC Towers - Quận Đống Đa - Hà Nội	https://file1.batdongsan.com.vn/guestthumb745x510.20141216143654325.jpg	132m²	14 triệu/tháng
https://batdongsan.com.vn//cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/chuyen-ch-gia-re-dt-117m2-full-nt-chi-20tr-thang-lh-0938043429-pr17159081	Chuyên cho thuê CH giá rẻ Grand View, DT 117m2, full NT, view chỉ 18tr/tháng. LH 0938043429	Cho thuê căn hộ chung cư tại Grand View - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2018/08/09/20180809104120-b455_wm.jpg	117m²	18 triệu/tháng
https://batdongsan.com.vn//cho-thue-kho-nha-xuong-dat-phuong-hiep-binh-phuoc/250m2-quoc-lo-13-p-quan-thu-duc-gan-nga-tu-trieu-pr20886674	Cho thuê kho xưởng 250m2 Quốc Lộ 13, P. Hiệp Bình Phước, Quận Thủ Đức, gần ngã tư Bình Triệu	Cho thuê kho, nhà xưởng, đất tại Phường Hiệp Bình Phước - Quận Thủ Đức - Hồ Chí Minh	nan	250m²	16 triệu/tháng
https://batdongsan.com.vn//cho-thue-kho-nha-xuong-dat-duong-doan-thi-kia-158/trong-hem-tan-long-tan-dong-hiep-di-an-pr19519213	Cho thuê đất trống Hẻm Đoàn Thị Kia, Tân Long, Tân Đông Hiệp, Dĩ An	Cho thuê kho, nhà xưởng, đất tại Đường Đoàn Thị Kia - Thị xã Dĩ An - Bình Dương	https://file4.batdongsan.com.vn/resize/745x510/2019/02/26/20190226112337-1a75_wm.jpg	153m²	Thỏa thuận
https://batdongsan.com.vn//cho-thue-nha-mat-pho-duong-o-phuong-tan-phong-9-prj-my-giang/goc-2-tien-phu-hung-pr20791540	Cho thuê nhà phố góc 2 mặt tiền Phú Mỹ Hưng	Cho thuê nhà mặt phố tại Mỹ Giang - Quận 7 - Hồ Chí Minh	https://file4.batdongsan.com.vn/resize/745x510/2019/05/18/20190518105014-13ef_wm.jpg	189m²	80 triệu/tháng
https://batdongsan.com.vn//cho-thue-nha-rieng-pho-hao-nam-phuong-o-cho-dua/ngo-38-dong-da-56m2x4-tang-4pn-4vs-co-ban-12-trieu-thang-pr20840455	Ngõ 38 Hào Nam, Đống Đa, 56m2 x 4 tầng, 4PN, 4VS, cơ bản, 12 triệu/tháng	Cho thuê nhà riêng tại Phố Hào Nam - Quận Đống Đa - Hà Nội	https://file4.batdongsan.com.vn/resize/745x510/2019/05/22/20190522090801-b278_wm.jpg	56m²	12 triệu/tháng
